,observation_id,endemic,binomial_name,code,image_path,class_id
1510,19311554,False,Bitis arietans,unknown,29687941.jpeg,154
1511,19311554,False,Bitis arietans,unknown,29687944.jpeg,154
1512,37699929,False,Python bivittatus,US,59818522.jpeg,1418
1513,41807511,False,Crotalus durissus,CO,66336997.jpg,412
1514,55356105,False,Dipsas catesbyi,PE,88140584.jpeg,540
1515,55356105,False,Dipsas catesbyi,PE,88140869.jpeg,540
1516,56847072,False,Ptyas korros,TH,90620658.jpeg,1412
1517,64673031,False,Xenopeltis unicolor,TH,104007769.jpg,1769
1518,93449622,True,Psammodynastes pulverulentus,TH,154866117.jpg,1334
1519,24982264,False,Spilotes pullatus,EC,38622725.jpeg,1545
1520,24982264,False,Spilotes pullatus,EC,38622717.jpeg,1545
1521,46785323,False,Ninia atrata,CO,74197497.jpeg,1150
1522,46785323,False,Ninia atrata,CO,74197495.jpeg,1150
1523,64672208,False,Hypsiscopus plumbea,TH,104006307.jpg,841
1524,64672419,False,Lycodon capucinus,TH,104006723.jpg,951
1525,64672419,False,Lycodon capucinus,TH,104006844.jpg,951
1526,54749,False,Xenodon merremii,AR,85732.JPG,1762
1527,54749,False,Xenodon merremii,AR,85799.jpg,1762
1528,2817319,False,Salvadora deserticola,MX,3203862.JPG,1485
1529,56514241,False,Dasypeltis scabra,BW,90067381.jpg,469
1530,19311555,False,Atractaspis bibronii,unknown,29687951.jpeg,113
1531,19311613,False,Psammophis mossambicus,unknown,29688193.jpeg,1346
1532,38362718,False,Coelognathus flavolineatus,MY,60960085.jpg,354
1533,38362718,False,Coelognathus flavolineatus,MY,60960077.jpg,354
1534,41455170,False,Corallus ruschenbergerii,VE,65765406.jpg,386
1535,56056061,False,Leptophis ahaetulla,MX,89297337.jpeg,912
1536,56056064,False,Leptophis ahaetulla,MX,89297824.jpeg,912
1537,56056066,False,Leptophis ahaetulla,MX,89298501.jpeg,912
1538,56056069,False,Leptophis ahaetulla,MX,89298986.jpeg,912
1539,56056070,False,Leptophis ahaetulla,MX,89299551.jpeg,912
1540,93145659,False,Python sebae,TZ,154335051.jpeg,1424
1541,41715128,False,Arizona elegans,MX,66179285.jpg,91
1542,51003635,False,Oxyrhopus melanogenys,EC,81006403.jpeg,1223
1543,51003635,False,Oxyrhopus melanogenys,EC,81006433.jpeg,1223
1544,51003635,False,Oxyrhopus melanogenys,EC,81006461.jpeg,1223
1545,54455895,False,Boa imperator,SV,86644404.jpg,167
1546,55563065,True,Oreocryptophis porphyraceus,VN,88482999.jpg,1198
1547,55563065,True,Oreocryptophis porphyraceus,VN,88484162.jpg,1198
1548,55563065,True,Oreocryptophis porphyraceus,VN,88484164.jpg,1198
1549,70930967,False,Hemorrhois hippocrepis,ES,115402097.jpeg,790
1550,18778187,False,Bothriechis schlegelii,CO,28759348.jpeg,211
1551,18778189,False,Bothriechis schlegelii,CO,28759363.jpeg,211
1552,18778190,False,Bothriechis schlegelii,CO,28759375.jpeg,211
1553,70245266,False,Porthidium nasutum,PA,114155014.jpeg,1316
1554,1734621,False,Oxybelis aeneus,CR,2102291.jpg,1205
1555,8088538,False,Eunectes murinus,PE,10725931.jpeg,694
1556,8088540,False,Eunectes murinus,PE,10725942.jpeg,694
1557,8088541,False,Eunectes murinus,PE,10725945.jpeg,694
1558,29781500,False,Coronella girondica,FR,46497319.jpg,388
1559,45903036,False,Bitis arietans,unknown,72802188.jpg,154
1560,49887714,False,Lichanura orcutti,unknown,79206728.jpg,928
1561,49889023,False,Lichanura orcutti,unknown,79208977.jpg,928
1562,49889318,False,Lichanura orcutti,unknown,79209369.jpg,928
1563,179709,True,Diadophis punctatus,MX,234965.jpg,525
1564,67259688,False,Crotalus durissus,BR,108625637.jpeg,412
1565,2498238,False,Gloydius intermedius,KR,2805263.jpg,741
1566,2498238,False,Gloydius intermedius,KR,2805264.jpg,741
1567,5591505,False,Heterodon platirhinos,US,6905786.jpeg,796
1568,41405940,False,Bothriechis schlegelii,EC,65680576.jpeg,211
1569,41405940,False,Bothriechis schlegelii,EC,65680618.jpeg,211
1570,70518355,False,Erythrolamprus semiaureus,UY,114656924.jpeg,679
1571,2498423,False,Gloydius brevicauda,KR,2805670.jpg,737
1572,2498423,False,Gloydius brevicauda,KR,2805671.jpg,737
1573,2498423,False,Gloydius brevicauda,KR,2805673.jpg,737
1574,2498423,False,Gloydius brevicauda,KR,2805674.jpg,737
1575,29783272,False,Zamenis longissimus,FR,46500286.jpg,1780
1576,34287242,False,Coluber constrictor,US,53941450.jpeg,358
1577,34287242,False,Coluber constrictor,US,53941457.jpeg,358
1578,45903035,False,Bitis caudalis,unknown,72802118.jpg,157
1579,53226118,False,Lampropeltis californiae,unknown,84644868.jpg,862
1580,61540655,False,Ahaetulla prasina,IN,98490915.jpeg,47
1581,68903778,False,Leptodeira septentrionalis,CR,111684870.jpeg,907
1582,68903778,False,Leptodeira septentrionalis,CR,111685215.jpeg,907
1583,68903780,False,Porthidium nasutum,CR,111684887.jpeg,1316
1584,71725758,False,Dendroaspis polylepis,ZM,116804988.jpeg,512
1585,43991,False,Oxybelis aeneus,VE,71198.jpg,1205
1586,43991,False,Oxybelis aeneus,VE,71199.jpg,1205
1587,43991,False,Oxybelis aeneus,VE,71200.jpg,1205
1588,10447630,True,Oreocryptophis porphyraceus,TW,14522174.jpg,1198
1589,44354229,False,Natrix astreptophora,ES,70323693.jpeg,1134
1590,68991679,False,Oxybelis aeneus,CR,111849012.jpeg,1205
1591,69123496,False,Siphlophis compressus,CR,112092976.jpg,1524
1592,69123498,False,Coniophanes fissidens,CR,112093018.jpg,364
1593,29578,False,Hemorrhois hippocrepis,TN,51813.JPG,790
1594,62289,True,Malpolon insignitus,AL,95885.JPG,1006
1595,1841920,False,Lichanura orcutti,MX,2238193.jpg,928
1596,41704988,False,Natrix natrix,CZ,66164308.jpg,1137
1597,55242110,False,Lampropeltis californiae,unknown,87950099.jpg,862
1598,62616593,False,Corallus hortulana,PE,100356092.jpeg,385
1599,62616593,False,Corallus hortulana,PE,100359810.jpeg,385
1600,62619873,False,Imantodes cenchoa,PE,100360189.jpeg,842
1601,62619873,False,Imantodes cenchoa,PE,100362282.jpeg,842
1602,66096462,False,Natrix natrix,UA,106478451.jpeg,1137
1603,69413956,False,Philodryas patagoniensis,AR,112617809.jpeg,1267
1604,103569660,False,Drymobius margaritiferus,HN,173372973.jpeg,573
1605,4752465,False,Sonora semiannulata,US,5780353.jpeg,1540
1606,8185536,False,Sonora semiannulata,unknown,10842235.jpeg,1540
1607,16212561,True,Pantherophis emoryi,US,24324944.jpeg,1234
1608,73613022,False,Lampropeltis californiae,US,120202131.jpg,862
1609,100241146,True,Vipera berus,UA,167275219.jpeg,1736
1610,47034,False,Oxybelis aeneus,CR,75700.jpg,1205
1611,521249,False,Crotalus scutulatus,MX,663786.jpg,430
1612,876982,False,Crotalus molossus,MX,1113140.jpg,420
1613,3705308,False,Conophis lineatus,MX,4302562.jpg,371
1614,52977034,False,Oxyrhopus petolarius,CR,84242051.jpeg,1225
1615,2444709,False,Crotalus cerastes,US,2728387.jpg,409
1616,32117548,True,Vipera berus,LT,50342120.jpeg,1736
1617,35970143,False,Natrix tessellata,TR,56793359.jpg,1138
1618,56074845,False,Ptyas korros,MY,89330872.jpeg,1412
1619,81992396,True,Pantherophis emoryi,MX,134531070.jpeg,1234
1620,91934685,False,Calloselasma rhodostoma,TH,152146701.jpeg,285
1621,102892969,False,Hemorrhois hippocrepis,MA,172092279.jpg,790
1622,2361627,False,Mastigodryas melanolomus,CR,2627250.jpg,1025
1623,16518758,False,Leptophis ahaetulla,BR,24864300.jpg,912
1624,16518760,False,Leptophis ahaetulla,BR,24864306.jpg,912
1625,33332683,False,Chironius scurrulus,CO,52346219.jpeg,340
1626,69364622,False,Vipera renardi,RU,113869876.jpeg,1746
1627,69364622,False,Vipera renardi,RU,113869875.jpeg,1746
1628,102377066,False,Vipera renardi,RU,171116925.jpeg,1746
1629,102377066,False,Vipera renardi,RU,171117499.jpeg,1746
1630,102377066,False,Vipera renardi,RU,171117708.jpeg,1746
1631,438023,False,Bothriechis schlegelii,PA,551473.jpg,211
1632,2361737,False,Leptophis ahaetulla,CR,2627410.jpg,912
1633,7492725,False,Heterodon nasicus,US,9758376.jpg,795
1634,7688298,False,Rena dulcis,unknown,10073535.jpg,1431
1635,7688300,False,Rena dulcis,unknown,10073539.jpg,1431
1636,8185538,False,Sonora semiannulata,unknown,10842238.jpg,1540
1637,8185540,False,Sonora semiannulata,unknown,10842243.jpg,1540
1638,8185549,False,Sonora semiannulata,unknown,10842262.jpg,1540
1639,16915511,True,Crotalus pyrrhus,MX,25557100.jpg,427
1640,28053,False,Enulius flavitorques,CR,50031.jpg,638
1641,56658,False,Telescopus fallax,AM,88244.jpg,1608
1642,493186,False,Bitis arietans,unknown,624398.jpg,154
1643,493186,False,Bitis arietans,unknown,624399.jpg,154
1644,22922121,False,Eunectes notaeus,BO,35529014.jpg,695
1645,22922121,False,Eunectes notaeus,BO,35529020.jpg,695
1646,22922137,False,Hydrodynastes gigas,BO,35529636.jpg,810
1647,22922137,False,Hydrodynastes gigas,BO,35529653.jpg,810
1648,72962245,False,Dolichophis caspius,RO,119048027.jpeg,563
1649,72962245,False,Dolichophis caspius,RO,119048039.jpeg,563
1650,89436878,False,Ninia sebae,GT,147693738.jpg,1156
1651,99340314,False,Elaphe sauromates,KZ,165577984.jpg,620
1652,99340314,False,Elaphe sauromates,KZ,165579315.jpg,620
1653,60395,False,Platyceps najadum,AM,93508.JPG,1303
1654,5940779,False,Lampropeltis splendida,US,7416094.jpg,880
1655,8991085,True,Diadophis punctatus,US,12117000.jpeg,525
1656,102984991,False,Coronella girondica,ES,172263186.jpeg,388
1657,1734626,False,Oxybelis fulgidus,CR,2102298.jpg,1207
1658,1842365,False,Crotalus cerastes,MX,2238824.jpg,409
1659,3697130,False,Heterodon kennerlyi,MX,4291075.jpg,794
1660,3697131,False,Heterodon kennerlyi,MX,4291076.jpg,794
1661,16676263,False,Oxybelis aeneus,BR,25150851.jpeg,1205
1662,16676263,False,Oxybelis aeneus,BR,25150866.jpeg,1205
1663,22013851,True,Vipera berus,RU,34123270.jpeg,1736
1664,22013851,True,Vipera berus,RU,34123267.jpeg,1736
1665,31987584,False,Zamenis longissimus,IT,50123084.jpeg,1780
1666,67201509,False,Erythrolamprus poecilogyrus,AR,108516455.jpg,673
1667,71512517,False,Natrix maura,TN,116442740.jpg,1136
1668,7462868,False,Heterodon kennerlyi,US,9709275.jpg,794
1669,7492714,False,Heterodon nasicus,US,9758362.jpg,795
1670,18318157,False,Dipsas catesbyi,EC,27990049.jpg,540
1671,18998864,False,Elaphe dione,RU,29132584.jpeg,615
1672,19626134,False,Heterodon kennerlyi,US,30218286.jpeg,794
1673,37810359,False,Dolichophis jugularis,SY,60015957.jpg,564
1674,37810359,False,Dolichophis jugularis,SY,60015958.jpg,564
1675,47087937,False,Natrix tessellata,TR,74680601.jpeg,1138
1676,56721348,False,Boiga multomaculata,TH,90410533.jpg,194
1677,56721348,False,Boiga multomaculata,TH,90410503.jpg,194
1678,56721348,False,Boiga multomaculata,TH,90410541.jpg,194
1679,56721348,False,Boiga multomaculata,TH,90410545.jpg,194
1680,56721348,False,Boiga multomaculata,TH,90410500.jpg,194
1681,58254350,False,Leptodeira rhombifera,PA,92986674.jpeg,905
1682,66052509,False,Natrix natrix,HR,106402601.jpeg,1137
1683,1838867,False,Salvadora hexalepis,MX,2233849.jpg,1487
1684,71512580,False,Natrix maura,TN,116442862.jpg,1136
1685,1022336,False,Crotalus cerastes,MX,1281395.JPG,409
1686,3911501,False,Vipera ammodytes,ME,4599202.jpeg,1734
1687,10446703,False,Epicrates cenchria,unknown,14520394.jpeg,641
1688,18304505,False,Lachesis muta,BO,27967792.jpeg,857
1689,54455903,False,Coniophanes fissidens,SV,86644431.jpg,364
1690,54455903,False,Coniophanes fissidens,SV,86644443.jpg,364
1691,54455946,False,Masticophis mentovarius,SV,86644592.jpg,1016
1692,58337964,False,Enulius flavitorques,PA,93130866.jpeg,638
1693,58349104,False,Micrurus nigrocinctus,PA,93149296.jpeg,1072
1694,58349104,False,Micrurus nigrocinctus,PA,93149416.jpeg,1072
1695,36113,False,Charina bottae,CA,61029.JPG,311
1696,43701,False,Leptodeira polysticta,HN,70826.jpg,903
1697,43741,False,Stenorrhina degenhardtii,HN,70865.jpg,1549
1698,43750,False,Imantodes cenchoa,HN,70874.jpg,842
1699,16211894,False,Drymobius margaritiferus,US,24323891.jpeg,573
1700,38984,False,Imantodes cenchoa,PA,64901.jpg,842
1701,14427375,False,Stenorrhina degenhardtii,PE,21468570.jpeg,1549
1702,21065576,False,Crotalus viridis,CA,32547034.jpg,442
1703,69620071,False,Lycodon aulicus,IN,113003993.jpeg,949
1704,98654901,False,Bitis arietans,ZA,164300774.jpeg,154
1705,43737,False,Leptophis ahaetulla,HN,70861.jpg,912
1706,43739,False,Leptophis ahaetulla,HN,70863.jpg,912
1707,1364082,False,Masticophis schotti,MX,1687356.jpg,1017
1708,5605016,False,Rhadinaea decorata,CR,6926155.jpeg,1457
1709,5605016,False,Rhadinaea decorata,CR,6926158.jpeg,1457
1710,7646504,False,Imantodes cenchoa,BR,10004400.jpg,842
1711,7646504,False,Imantodes cenchoa,BR,10004410.jpg,842
1712,17042268,True,Psammodynastes pulverulentus,MY,25780419.jpeg,1334
1713,17042268,True,Psammodynastes pulverulentus,MY,25780461.jpeg,1334
1714,57268591,False,Elaphe dione,RU,91329266.jpg,615
1715,57393151,False,Gloydius intermedius,RU,91538743.jpg,741
1716,57849614,False,Elaphe dione,RU,92307004.jpg,615
1717,58412330,False,Leptodeira rhombifera,PA,93256366.jpeg,905
1718,66021550,True,Psammodynastes pulverulentus,ID,106342280.jpg,1334
1719,2500369,False,Lycodon rufozonatus,KR,2808742.jpg,965
1720,2500369,False,Lycodon rufozonatus,KR,2808743.jpg,965
1721,10786985,False,Philothamnus semivariegatus,BW,15093587.jpg,1280
1722,29043298,False,Crotalus ornatus,US,45309790.jpg,423
1723,32660904,False,Spilotes pullatus,EC,51240594.jpeg,1545
1724,32660930,False,Chironius fuscus,EC,51240714.jpeg,331
1725,44578552,False,Natrix tessellata,UA,70676535.jpeg,1138
1726,44578552,False,Natrix tessellata,UA,70676720.jpeg,1138
1727,98722137,False,Bitis arietans,unknown,164429671.jpeg,154
1728,1128751,False,Crotalus ornatus,US,1419123.JPG,423
1729,1128751,False,Crotalus ornatus,US,1419131.JPG,423
1730,2500551,False,Gloydius ussuriensis,KR,2808945.jpg,743
1731,2500551,False,Gloydius ussuriensis,KR,2808946.jpg,743
1732,2500551,False,Gloydius ussuriensis,KR,2808947.jpg,743
1733,2500551,False,Gloydius ussuriensis,KR,2808949.jpg,743
1734,5146925,False,Oxybelis brevirostris,EC,6339051.jpg,1206
1735,5146925,False,Oxybelis brevirostris,EC,6339050.jpg,1206
1736,5146925,False,Oxybelis brevirostris,EC,6339052.jpg,1206
1737,5146925,False,Oxybelis brevirostris,EC,6339053.jpg,1206
1738,5146925,False,Oxybelis brevirostris,EC,6339055.jpg,1206
1739,5146925,False,Oxybelis brevirostris,EC,6339060.jpg,1206
1740,5146925,False,Oxybelis brevirostris,EC,6339057.jpg,1206
1741,5146925,False,Oxybelis brevirostris,EC,6339059.jpg,1206
1742,5146925,False,Oxybelis brevirostris,EC,6339064.jpg,1206
1743,5146925,False,Oxybelis brevirostris,EC,6339063.jpg,1206
1744,5146925,False,Oxybelis brevirostris,EC,6339062.jpg,1206
1745,5146925,False,Oxybelis brevirostris,EC,6339066.jpg,1206
1746,10406257,False,Sistrurus catenatus,US,14450845.jpg,1528
1747,10406264,False,Regina septemvittata,CA,14451441.jpg,1428
1748,10406264,False,Regina septemvittata,CA,14451563.jpg,1428
1749,10406264,False,Regina septemvittata,CA,14451620.jpg,1428
1750,10413031,False,Lampropeltis triangulum,CA,14462732.jpg,881
1751,10413031,False,Lampropeltis triangulum,CA,14462802.jpg,881
1752,10413031,False,Lampropeltis triangulum,CA,14462788.jpg,881
1753,57458227,True,Vipera berus,IT,91650435.jpg,1736
1754,57458227,True,Vipera berus,IT,91651346.jpg,1736
1755,66433233,False,Bothrops asper,BZ,107094841.jpeg,223
1756,98654895,False,Bitis caudalis,unknown,164300632.jpeg,157
1757,1079170,False,Laticauda colubrina,MY,1354818.JPG,887
1758,3725649,True,Crotalus atrox,MX,4327514.jpg,405
1759,5156114,False,Sibon nebulatus,EC,6348986.jpg,1504
1760,5156114,False,Sibon nebulatus,EC,6348987.jpg,1504
1761,5156114,False,Sibon nebulatus,EC,6348988.jpg,1504
1762,5156114,False,Sibon nebulatus,EC,6348989.jpg,1504
1763,5156114,False,Sibon nebulatus,EC,6348991.jpg,1504
1764,5156114,False,Sibon nebulatus,EC,6348992.jpg,1504
1765,5156114,False,Sibon nebulatus,EC,6348994.jpg,1504
1766,5156114,False,Sibon nebulatus,EC,6348995.jpg,1504
1767,5156114,False,Sibon nebulatus,EC,6348996.jpg,1504
1768,5156114,False,Sibon nebulatus,EC,6348997.jpg,1504
1769,5156114,False,Sibon nebulatus,EC,6348998.jpg,1504
1770,5156114,False,Sibon nebulatus,EC,6348999.jpg,1504
1771,5156114,False,Sibon nebulatus,EC,6349000.jpg,1504
1772,5156114,False,Sibon nebulatus,EC,6349001.jpg,1504
1773,5156114,False,Sibon nebulatus,EC,6349002.jpg,1504
1774,5156114,False,Sibon nebulatus,EC,6349003.jpg,1504
1775,5156118,False,Bothriechis schlegelii,EC,6349024.jpg,211
1776,5156118,False,Bothriechis schlegelii,EC,6349025.jpg,211
1777,5156118,False,Bothriechis schlegelii,EC,6349027.jpg,211
1778,5156118,False,Bothriechis schlegelii,EC,6349028.jpg,211
1779,5156118,False,Bothriechis schlegelii,EC,6349029.jpg,211
1780,5156121,False,Sibon nebulatus,EC,6349040.jpg,1504
1781,5156121,False,Sibon nebulatus,EC,6349041.jpg,1504
1782,5156122,False,Bothriechis schlegelii,EC,6349047.jpg,211
1783,5156122,False,Bothriechis schlegelii,EC,6349048.jpg,211
1784,5156122,False,Bothriechis schlegelii,EC,6349049.jpg,211
1785,5156122,False,Bothriechis schlegelii,EC,6349051.jpg,211
1786,5156122,False,Bothriechis schlegelii,EC,6349052.jpg,211
1787,5156122,False,Bothriechis schlegelii,EC,6349053.jpg,211
1788,5156122,False,Bothriechis schlegelii,EC,6349054.jpg,211
1789,5156122,False,Bothriechis schlegelii,EC,6349056.jpg,211
1790,5156122,False,Bothriechis schlegelii,EC,6349057.jpg,211
1791,5156122,False,Bothriechis schlegelii,EC,6349059.jpg,211
1792,5156122,False,Bothriechis schlegelii,EC,6349060.jpg,211
1793,5156122,False,Bothriechis schlegelii,EC,6349061.jpg,211
1794,5156122,False,Bothriechis schlegelii,EC,6349062.jpg,211
1795,5156122,False,Bothriechis schlegelii,EC,6349063.jpg,211
1796,5156122,False,Bothriechis schlegelii,EC,6349064.jpg,211
1797,5156122,False,Bothriechis schlegelii,EC,6349065.jpg,211
1798,5156122,False,Bothriechis schlegelii,EC,6349068.jpg,211
1799,5156122,False,Bothriechis schlegelii,EC,6349069.jpg,211
1800,5156122,False,Bothriechis schlegelii,EC,6349070.jpg,211
1801,5156122,False,Bothriechis schlegelii,EC,6349071.jpg,211
1802,5156122,False,Bothriechis schlegelii,EC,6349072.jpg,211
1803,5156122,False,Bothriechis schlegelii,EC,6349073.jpg,211
1804,5156122,False,Bothriechis schlegelii,EC,6349074.jpg,211
1805,5156122,False,Bothriechis schlegelii,EC,6349075.jpg,211
1806,5156122,False,Bothriechis schlegelii,EC,6349076.jpg,211
1807,5156122,False,Bothriechis schlegelii,EC,6349077.jpg,211
1808,5156122,False,Bothriechis schlegelii,EC,6349078.jpg,211
1809,5156122,False,Bothriechis schlegelii,EC,6349079.jpg,211
1810,5156122,False,Bothriechis schlegelii,EC,6349080.jpg,211
1811,5156122,False,Bothriechis schlegelii,EC,6349081.jpg,211
1812,5156122,False,Bothriechis schlegelii,EC,6349082.jpg,211
1813,5156122,False,Bothriechis schlegelii,EC,6349085.jpg,211
1814,5156122,False,Bothriechis schlegelii,EC,6349086.jpg,211
1815,5156122,False,Bothriechis schlegelii,EC,6349087.jpg,211
1816,5156122,False,Bothriechis schlegelii,EC,6349088.jpg,211
1817,5156122,False,Bothriechis schlegelii,EC,6349089.jpg,211
1818,5156122,False,Bothriechis schlegelii,EC,6349090.jpg,211
1819,5156122,False,Bothriechis schlegelii,EC,6349092.jpg,211
1820,5156122,False,Bothriechis schlegelii,EC,6349093.jpg,211
1821,5156122,False,Bothriechis schlegelii,EC,6349094.jpg,211
1822,5156122,False,Bothriechis schlegelii,EC,6349097.jpg,211
1823,5156122,False,Bothriechis schlegelii,EC,6349099.jpg,211
1824,5156122,False,Bothriechis schlegelii,EC,6349100.jpg,211
1825,5156122,False,Bothriechis schlegelii,EC,6349101.jpg,211
1826,5156122,False,Bothriechis schlegelii,EC,6349102.jpg,211
1827,5156122,False,Bothriechis schlegelii,EC,6349105.jpg,211
1828,5156122,False,Bothriechis schlegelii,EC,6349107.jpg,211
1829,5156122,False,Bothriechis schlegelii,EC,6349109.jpg,211
1830,5156122,False,Bothriechis schlegelii,EC,6349110.jpg,211
1831,5156122,False,Bothriechis schlegelii,EC,6349111.jpg,211
1832,5156122,False,Bothriechis schlegelii,EC,6349112.jpg,211
1833,5156122,False,Bothriechis schlegelii,EC,6349113.jpg,211
1834,5156122,False,Bothriechis schlegelii,EC,6349114.jpg,211
1835,5156122,False,Bothriechis schlegelii,EC,6349115.jpg,211
1836,5156122,False,Bothriechis schlegelii,EC,6349117.jpg,211
1837,5156122,False,Bothriechis schlegelii,EC,6349119.jpg,211
1838,5156122,False,Bothriechis schlegelii,EC,6349121.jpg,211
1839,5156122,False,Bothriechis schlegelii,EC,6349122.jpg,211
1840,42294967,False,Leptophis ahaetulla,EC,67148361.jpeg,912
1841,56514264,False,Pseudaspis cana,BW,90067485.jpg,1369
1842,56719681,False,Ahaetulla prasina,TH,90406438.jpg,47
1843,56719681,False,Ahaetulla prasina,TH,90406441.jpg,47
1844,4223499,True,Crotalus atrox,MX,5042293.jpg,405
1845,19156052,True,Vipera berus,RU,29412988.jpeg,1736
1846,55133489,False,Hierophis gemonensis,GR,87771583.jpg,798
1847,55133489,False,Hierophis gemonensis,GR,87771901.jpg,798
1848,55133489,False,Hierophis gemonensis,GR,87771900.jpg,798
1849,58519683,False,Leptodeira septentrionalis,PA,93435134.jpeg,907
1850,58519750,False,Leptophis ahaetulla,PA,93435332.jpeg,912
1851,58519750,False,Leptophis ahaetulla,PA,93435467.jpeg,912
1852,66433067,False,Drymobius margaritiferus,BZ,107094536.jpeg,573
1853,5156126,False,Bothrops asper,EC,6349163.jpg,223
1854,5156126,False,Bothrops asper,EC,6349172.jpg,223
1855,5156126,False,Bothrops asper,EC,6349194.jpg,223
1856,5156126,False,Bothrops asper,EC,6349200.jpg,223
1857,5156126,False,Bothrops asper,EC,6349206.jpg,223
1858,5156126,False,Bothrops asper,EC,6349207.jpg,223
1859,5156126,False,Bothrops asper,EC,6349208.jpg,223
1860,5156137,False,Bothrops asper,EC,6349263.jpg,223
1861,5156137,False,Bothrops asper,EC,6349264.jpg,223
1862,5156138,False,Sibon nebulatus,EC,6349265.jpg,1504
1863,5156138,False,Sibon nebulatus,EC,6349267.jpg,1504
1864,5156138,False,Sibon nebulatus,EC,6349268.jpg,1504
1865,5156138,False,Sibon nebulatus,EC,6349269.jpg,1504
1866,5156138,False,Sibon nebulatus,EC,6349270.jpg,1504
1867,5156138,False,Sibon nebulatus,EC,6349271.jpg,1504
1868,5156138,False,Sibon nebulatus,EC,6349273.jpg,1504
1869,5156142,False,Oxyrhopus petolarius,EC,6349282.jpg,1225
1870,5156142,False,Oxyrhopus petolarius,EC,6349284.jpg,1225
1871,5156142,False,Oxyrhopus petolarius,EC,6349285.jpg,1225
1872,5156142,False,Oxyrhopus petolarius,EC,6351635.jpg,1225
1873,5156142,False,Oxyrhopus petolarius,EC,6351639.jpg,1225
1874,5156144,False,Boa imperator,EC,6351668.jpg,167
1875,5156144,False,Boa imperator,EC,6351669.jpg,167
1876,5156144,False,Boa imperator,EC,6351670.jpg,167
1877,5156144,False,Boa imperator,EC,6351671.jpg,167
1878,18654778,False,Elaphe dione,KZ,28556779.jpg,615
1879,18654778,False,Elaphe dione,KZ,28556817.jpg,615
1880,23233124,False,Bitis caudalis,unknown,35999999.jpeg,157
1881,37575392,False,Spilotes pullatus,BZ,59593246.jpeg,1545
1882,37944618,False,Thamnophis ordinoides,US,60229177.jpeg,1634
1883,39319883,False,Crotalus ornatus,MX,62363279.jpeg,423
1884,46686195,False,Boa constrictor,SR,74045375.jpeg,166
1885,48999184,False,Xenopeltis unicolor,MY,77772777.jpeg,1769
1886,48999184,False,Xenopeltis unicolor,MY,77772779.jpeg,1769
1887,56721347,False,Python bivittatus,TH,90410398.jpg,1418
1888,56721570,False,Hypsiscopus plumbea,TH,90411583.jpg,841
1889,56721570,False,Hypsiscopus plumbea,TH,90411619.jpg,841
1890,56721570,False,Hypsiscopus plumbea,TH,90411625.jpg,841
1891,56721570,False,Hypsiscopus plumbea,TH,90411771.jpg,841
1892,63469793,False,Boiga dendrophila,MY,101863466.jpeg,184
1893,21120,False,Bitis arietans,KE,37307.jpg,154
1894,21120,False,Bitis arietans,KE,37308.jpg,154
1895,21120,False,Bitis arietans,KE,37310.jpg,154
1896,21120,False,Bitis arietans,KE,37311.jpg,154
1897,21120,False,Bitis arietans,KE,37312.jpg,154
1898,21120,False,Bitis arietans,KE,37313.jpg,154
1899,21122,False,Crotaphopeltis hotamboeia,KE,37315.jpg,444
1900,43753,False,Imantodes cenchoa,HN,70877.jpg,842
1901,5152559,False,Porthidium nasutum,EC,6346485.jpg,1316
1902,5152559,False,Porthidium nasutum,EC,6346491.jpg,1316
1903,5152559,False,Porthidium nasutum,EC,6346499.jpg,1316
1904,5152559,False,Porthidium nasutum,EC,6346500.jpg,1316
1905,5152559,False,Porthidium nasutum,EC,6346501.jpg,1316
1906,5152559,False,Porthidium nasutum,EC,6346502.jpg,1316
1907,5152559,False,Porthidium nasutum,EC,6346503.jpg,1316
1908,5152559,False,Porthidium nasutum,EC,6346505.jpg,1316
1909,5152559,False,Porthidium nasutum,EC,6346507.jpg,1316
1910,5152559,False,Porthidium nasutum,EC,6346509.jpg,1316
1911,5152559,False,Porthidium nasutum,EC,6346510.jpg,1316
1912,5152559,False,Porthidium nasutum,EC,6346512.jpg,1316
1913,5152559,False,Porthidium nasutum,EC,6346513.jpg,1316
1914,5152559,False,Porthidium nasutum,EC,6346516.jpg,1316
1915,5152559,False,Porthidium nasutum,EC,6346518.jpg,1316
1916,5152559,False,Porthidium nasutum,EC,6346521.jpg,1316
1917,5152559,False,Porthidium nasutum,EC,6346522.jpg,1316
1918,5152559,False,Porthidium nasutum,EC,6346523.jpg,1316
1919,5152559,False,Porthidium nasutum,EC,6346524.jpg,1316
1920,5152559,False,Porthidium nasutum,EC,6346526.jpg,1316
1921,5152559,False,Porthidium nasutum,EC,6346527.jpg,1316
1922,5152559,False,Porthidium nasutum,EC,6346529.jpg,1316
1923,5152559,False,Porthidium nasutum,EC,6346531.jpg,1316
1924,5152559,False,Porthidium nasutum,EC,6346532.jpg,1316
1925,5152559,False,Porthidium nasutum,EC,6346533.jpg,1316
1926,5152574,False,Bothriechis schlegelii,EC,6346646.jpg,211
1927,5152574,False,Bothriechis schlegelii,EC,6346647.jpg,211
1928,5152574,False,Bothriechis schlegelii,EC,6346648.jpg,211
1929,5152574,False,Bothriechis schlegelii,EC,6346652.jpg,211
